persona,nombre,apellido,genero,direccion,dni,telefono1-2,departamento,ubigeo
923,"PATRICK	",          STEWART,MASCULINO,CA. SANTA CATALINA ANCHA 360,23658694,20280793974-20280793974,LIMA,15101
924,"HANNAH	",          ANDERSON,FEMENINO,CA. PUENTE ROSARIO 126,23658695,2039801840-2039801840,LIMA,15101
925,"LATOYA	",          SHEN,FEMENINO,CA. LOS OLIVOS 371,23658696,67361691-67361691,LIMA,15101
926,"KURT	",          SHARMA,MASCULINO,CA. MALECON DE LA RESERVA 610 N301,23658697,20167057218-20167057218,LIMA,15101
927,"KATELYN	",          PARKER,FEMENINO,CA. AURELIO FERNANDEZ CONCHA 141. MIRAFLORES,23658698,76401981-76401981,LIMA,15101
928,"JOSEPH	",          WHITE,MASCULINO,CA. EMILIO CAVENECIA,23658699,408756508-408756508,LIMA,15101
929,"AARON	",          ROSS,MASCULINO,CA. Psje.Sta.Catalina 101,23658700,2002235551-2002235551,LIMA,15101
930,"BLAKE	",          PATTERSON,MASCULINO,CA. PJ.SANTA ISABEL 300 CRUCE JORGE CHAVEZ,23658701,20428152175-20428152175,LIMA,15101
931,"WHITNEY	",          LOPEZ,FEMENINO,CA. ESTADOS UNIDOS 162 URB.EL RECREO,23658702,20504825885-20504825885,LIMA,15101
932,"JAMIE	",          LIANG,FEMENINO,CA. VICENTE DE LA VEGA 847,23658703,X-X,LIMA,15101
933,"JULIO	",          ORTEGA,MASCULINO,CA. ALFONSO UGARTE 1186,23658704,20134967812-20134967812,LIMA,15101
934,"ORLANDO	",          CARLSON,MASCULINO,CA. francisco masias 544 of 201,23658705,2001901859-2001901859,LIMA,15101
935,"ANN	",          GONZALEZ,FEMENINO,CA. MZ-19 LT- URB BOCANEGRA,23658706,X0-X0,LIMA,15101
936,"DUSTIN	",          CHANDER,MASCULINO,CA. PROLONGACION PRIMAVERA 311,23658707,20128295233-20128295233,LIMA,15101
937,"FRANK	",          CARLSON,MASCULINO,CA. MALECON 28 DE JULIO 390,23658708,X-X,LIMA,15101
938,"ORLANDO	",          ASHE,MASCULINO,CA. ALVAREZ THOMAS 221,23658709,769854-769854,LIMA,15101
939,"ANGELA	",          HENDERSON,FEMENINO,CA. LOS ROSALES 280 SANTA VICTORIA,23658710,X-X,LIMA,15101
940,"BRENDA	",          PEREZ,FEMENINO,CA. PASAJE PE¥ALOZA 166,23658711,20444831228-20444831228,LIMA,15101
941,"BYRON	",          CARLSON,MASCULINO,CA. MANUEL SCORZA D-46 NUEVA CASTILLA SURCO.,23658712,2003771880-2003771880,LORETO,FALSO
942,"STACY	",          ALVAREZ,FEMENINO,CA. AMAZONAS 223,23658713,X0-X0,LIMA,15101
943,"DREW	",          PAL,MASCULINO,CA. PORTAL CONFITURIA 249,23658714,20427481370-20427481370,LIMA,15101
944,"KATE	",          RAJI,FEMENINO,CA. AEROPUERTO VELASCO ASTETE PRIMER PISO,23658715,20219425296-20219425296,LIMA,15101
945,"KAYLEE	",          COOK,FEMENINO,CA. SAN JUAN DE DIOS 108-A,23658716,20332906241-20332906241,LIMA,15101
946,"ISAIAH	",          RAMIREZ,MASCULINO,CA. SAN JUAN DE DIOS 111,23658717,2000009804-2000009804,LIMA,15101
947,"GABRIELLA	",          SANDERS,FEMENINO,CA. GENERAL MORAN 102-B,23658718,2000274621-2000274621,LIMA,15101
948,"SARAH	",          GARCIA,FEMENINO,CA. GENERAL MORAN 102-B,23658719,20332607767-20332607767,LIMA,15101
949,"RAFAEL	",          TANG,MASCULINO,CA. GENERAL SUAREZ 255,23658720,2000976901-2000976901,LIMA,15101
950,"NICHOLE	",          SHE,FEMENINO,CA. PLAZA REGOCIJO 261,23658721,20502527950-20502527950,LIMA,15101
951,"JACLYN	",          ZHENG,FEMENINO,CA. SAN JUAN DE DIOS 200-A,23658722,200373059-200373059,LIMA,15101
952,"RACHAEL	",          KAPOOR,FEMENINO,CA. AEROPUERTO INTER.RODRIGUEZ BALLON 2øPISO,23658723,20131312955-20131312955,LIMA,15101
953,"RACHAEL	",          SAI,FEMENINO,CA. BEATITA DE HUMAY 801  PISCO,23658724,2000642281-2000642281,LIMA,15101
954,"REBECCA	",          ROBINSON,FEMENINO,CA. FRANCISCO MASIAS 575 ESQ.CON DEAN VALDIV,23658725,21984-21984,LIMA,15101
955,"MEAGAN	",          RANA,FEMENINO,CA. PARQUE GINEBRA 688,23658726,22490920-22490920,LIMA,15101
956,"PHILIP	",          CARLSON,MASCULINO,CA. MANUEL RUIZ 707 - 2DO PISO,23658727,20498020565-20498020565,LIMA,15101
957,"JOE	",          RANA,MASCULINO,CA. MANUEL RUIZ 707,23658728,20279664036-20279664036,LIMA,15101
958,"ROY	",          SANZ,MASCULINO,CA. NAPO 100-116 MALECON MALDONADO,23658729,4907651-4907651,LIMA,15101
959,"KAYLEE	",          HILL,FEMENINO,"CA. SAN JUAN DE DIOS 318-A,B",23658730,20416391484-20416391484,LIMA,15101
960,"WARREN	",          ANDERSEN,MASCULINO,CA. JERUSALEN 500 YANAHUARA,23658731,20364080141-20364080141,LIMA,15101
961,"ADRIENNE	",          GOMEZ,FEMENINO,CA. PSJE.SAN AGUSTIN 110-2,23658732,24356421-24356421,LIMA,15101
962,"GILBERT	",          ZHU,MASCULINO,CA. M.M.IZAGA 710,23658733,20363471553-20363471553,LIMA,15101
963,"JAMES	",          DAVIS,MASCULINO,CA. VICENTE DE LA VEGA 867-869,23658734,20363615148-20363615148,PUNO,FALSO
964,"SARAH	",          BRYANT,FEMENINO,CA. paseo de la republica 1020,23658735,20115330609-20115330609,PUNO,FALSO
965,"IAN	",          LONG,MASCULINO,CA. LORD COCHRANE 366,23658736,292882063-292882063,LIMA,15101
966,"ASHLEE	",          JAI,FEMENINO,CA. PROLONGACION HUANUCO 118-124,23658737,20123641201-20123641201,LIMA,15101
967,"EDUARDO	",          FOSTER,MASCULINO,CA. LIMA,23658738,20503822572-20503822572,LIMA,15101
968,"NICOLE	",          MURPHY,FEMENINO,CA. LAS TURQUESAS 270 BALCONCILLO,23658739,258362750-258362750,LIMA,15101
969,"ISABELLA	",          MORRIS,FEMENINO,CA. NESTOR GAMBETTA Nø 983,23658740,X-X,LIMA,15101
970,"VIRGINIA	",          GONZALEZ,FEMENINO,CA. JUAN FIGARI 181,23658741,20474665128-20474665128,LIMA,15101
971,"JACLYN	",          NARA,FEMENINO,CA. PUNO 423-424 A MIRAFLORES,23658742,20432647294-20432647294,LIMA,15101
972,"MARCUS	",          ADAMS,MASCULINO,CA. SAN ROMAN 158,23658743,20519695457-20519695457,TACNA,FALSO
973,"ELIZABETH	",          COLEMAN,FEMENINO,CA. SANTO DOMINGO 132 CERCADO,23658744,73911431-73911431,LIMA,15101
974,"MATHEW	",          RUBIO,MASCULINO,CA. sebastian barranca 212,23658745,82121311-82121311,LIMA,15101
975,"JUSTIN	",          SHAN,MASCULINO,"CA. DOMINGO ELIAS 1457 ""A""",23658746,66856718-66856718,LIMA,15101
976,"JESSICA	",          TAYLOR,FEMENINO,CA. VALLE RIESTRA 1321. DPTO 5.,23658747,274311873-274311873,LIMA,15101
977,"HUNTER	",          CLARK,MASCULINO,CA. ELMER FAUCETT 354 OF 201 MARANGA,23658748,20123356013-20123356013,LIMA,15101
978,"DEVIN	",          PEREZ,MASCULINO,CA. ASOC. CRISTINA VILDOSO PSTO 37. TACNA.,23658749,411867540-411867540,LIMA,15101
979,"SETH	",          ALEXANDER,MASCULINO,CA. REPUBLICA DOMINICANA 208,23658750,239264404-239264404,LIMA,15101
980,"KEVIN	",          WASHINGTON,MASCULINO,CA. GRAU 514,23658751,238550730-238550730,LIMA,15101
981,"TYLER	",          MILLER,MASCULINO,CA. ENRIQUE PALACIOS 240 OF.702,23658752,40860801-40860801,LIMA,15101
982,"ADAM	",          ROBERTS,MASCULINO,CA. PARQUE ROSPIGLIOSI 194,23658753,238001-238001,LIMA,15101
983,"GEORGE	",          GONZALEZ,MASCULINO,CA. ARNALDO MARQUEZ 1165,23658754,20166660417-20166660417,LIMA,15101
984,"DAWN	",          HUANG,FEMENINO,CA. PROSPERO 581-583,23658755,2005354330-2005354330,LIMA,15101
985,"RACHAEL	",          RODRIGUEZ,FEMENINO,CA. M.VILLAVICENCIO 197,23658756,28027139-28027139,LIMA,15101
986,"DENNIS	",          HUANG,MASCULINO,CA. L.ESPINAR 491,23658757,20357326916-20357326916,LIMA,15101
987,"BRANDY	",          SAUNDERS,FEMENINO,CA. VIA CENTRAL 150 CENTRO EMPRESARIAL,23658758,20132003514-20132003514,LIMA,15101
988,"JENNY	",          ZHENG,FEMENINO,CA. MZ.G LTE.10 COOP.FAMILIAS UNIDAS,23658759,304083935-304083935,LIMA,15101
989,"TASHA	",          XU,FEMENINO,CA. SAN JUAN DE DIOS 111,23658760,266930521-266930521,LIMA,15101
990,"JULIA	",          BROOKS,FEMENINO,CA. MZ.D-1 URB.LOS CEDROS,23658761,X-X,LIMA,15101
991,"JORDAN	",          CARTER,FEMENINO,CA. PABELLON SAN MARTIN PTO.39 LAS MALVINAS,23658762,X-X,LIMA,15101
992,"LACEY	",          HUANG,FEMENINO,CA. HUERTOS DE MANCHAY MZ.C-13 LOTE 5,23658763,78764258-78764258,LIMA,15101
993,"DOROTHY	",          ROBINSON,MASCULINO,CA. BOLIVAR 163,23658764,2009132765-2009132765,LIMA,15101
994,"COURTNEY	",          WRIGHT,FEMENINO,CA. MARISCAL DE ORBEGOZO 491,23658765,20504402496-20504402496,LIMA,15101
995,"JOSEPH	",          GARCIA,MASCULINO,CA. FRANCISCO GRA¥A 155 URB.STA.CATALINA,23658766,X-X,LIMA,15101
996,"GABRIEL	",          GREEN,MASCULINO,CA. PASAJE LOS LAURELES MZ J LT 1,23658767,20432373224-20432373224,LIMA,15101
997,"ALEXANDRIA	",          SANDBERG,FEMENINO,CA. SARGENTO LORES 215 MAYNAS,23658768,20451356241-20451356241,LIMA,15101
998,"COURTNEY	",          HERNANDEZ,FEMENINO,CA. ESQ.SAN JUAN DE DIOS 201 MORAN,23658769,2002420706-2002420706,PIURA,200101
999,"DYLAN	",          LAL,MASCULINO,CA. PROLONGACION PIURA 342,23658770,15502606660-15502606660,LIMA,15101
1000,"ELIZABETH	",          DAVIS,FEMENINO,CA. E.CAMACHO # 972,23658771,20428939353-20428939353,LIMA,15101
1001,"ANA	",          GRIFFIN,FEMENINO,"CA. ucv nro.8 Lte.23 Zona ""A""",23658772,20119407738-20119407738,LIMA,15101
1002,"ANNE	",          ALVAREZ,FEMENINO,CA. GRIMALDO DEL SOLAR 111,23658773,2000338611-2000338611,LIMA,15101
1003,"ALEXANDRA	",          ROBERTS,FEMENINO,CA. ARNALDO MARQUEZ 1626-1632,23658774,15218376794-15218376794,LIMA,15101
1004,"ANTONIO	",          PATTERSON,MASCULINO,CA. ROCCA DE VERGALLO 201,23658775,178496021-178496021,LIMA,15101
1005,"SHARON	",          SALAVARIA,MASCULINO,CA. DOS DE MAYO 990,23658776,91819509-91819509,LIMA,15101
1006,"KATIE	",          SHE,FEMENINO,CA. DOS DE MAYO 987,23658777,20165555253-20165555253,LIMA,15101
1007,"RAFAEL	",          BLACK,MASCULINO,CA. DIEGO FERRE 260,23658778,76348982-76348982,LIMA,15101
1008,"LATASHA	",          MUNOZ,FEMENINO,CA. ALFREDO MENDIOLA 3698 R - 04,23658779,20297885538-20297885538,LIMA,15101
1009,"KELSEY	",          BECKER,FEMENINO,CA. ASOC.RAMON COPAJA MZ.N LT.1,23658780,X-X,LIMA,15101
1010,"RANDY	",          XU,MASCULINO,CA. ESPIGON NRO.4 COSTA VERDE,23658781,20380500958-20380500958,LIMA,15101
1011,"BAILEY	",          COLLINS,FEMENINO,CA. JOSE GALVEZ 427 PARQUE SALAZAR S/N,23658782,X0-X0,LIMA,15101
1012,"AMANDA	",          ADAMS,FEMENINO,CA. JOCKEY PLAZA 4200,23658783,17178924958-17178924958,LIMA,15101
1013,"KATHERINE	",          WILLIAMS,FEMENINO,CA. PROSPERO 149-151,23658784,2002188293-2002188293,LIMA,15101
1014,"CAROLINE	",          BARNES,FEMENINO,CA. HUSARES DE JUNIN 295,23658785,73615432-73615432,LIMA,15101
1015,"RANDY	",          SUN,MASCULINO,CA. MZ J3 LTE-13 SECTOR A PACHACUTEC,23658786,20277950309-20277950309,LIMA,15101
1016,"DESTINY	",          GARCIA,FEMENINO,CA. HEMILIO VALDIZAN 204,23658787,20498248668-20498248668,AREQUIPA,FALSO
1017,"AUDREY	",          RAMOS,FEMENINO,CA. PASEO DE LA REPUBLICA 1012,23658788,20208816315-20208816315,LIMA,15101
1018,"BONNIE	",          JAI,FEMENINO,CA. PROCERES DE LA INDEPENDENCIA 1953-A,23658789,20314659237-20314659237,LA LIBERTAD,FALSO
1019,"JACKSON	",          WASHINGTON,MASCULINO,CA. FLORA TRISTAN 2935,23658790,20416642151-20416642151,LIMA,15101
1020,"CHRISTOPHER	",          JOHNSON,MASCULINO,CA. Fanning 1204-Iquitos,23658791,77767725-77767725,LIMA,15101
1021,"KIMBERLY	",          RICHARDSON,FEMENINO,CA. Jimenez Pimentel 141 Tarapoto,23658792,2000712670-2000712670,LIMA,15101
1022,"ALEXANDRIA	",          HOWARD,FEMENINO,CA. REPUBLICA DE PANAMA 225,23658793,20433847084-20433847084,LIMA,15101
1023,"ALEXANDRA	",          FOSTER,FEMENINO,CA. Esquina Jr. Lima-Apurimac 1007,23658794,2000271525-2000271525,LIMA,15101
1024,"CHERYL	",          ORTEGA,FEMENINO,CA. k3 Panamericana Norte,23658795,X-X,LIMA,15101
1025,"ALEX	",          CAMPBELL,MASCULINO,CA. Zona Industrial 1-2 Sub lote 1 y 5b MZ z,23658796,2013204540-2013204540,LIMA,15101
1026,"MELANIE	",          HUGHES,FEMENINO,CA. LOS CEDROS 220 SAN ISIDRO,23658797,20316748598-20316748598,LIMA,15101
1027,"MAX	",          ALVAREZ,MASCULINO,CA. LA MARINA 3112,23658798,2524177-2524177,LIMA,15101
1028,"DIANE	",          VAZQUEZ,FEMENINO,CA. LOS CALDEROS 286 - URB. VULCANO,23658799,204291-204291,LIMA,15101
1029,"KATHRYN	",          CHAPMAN,FEMENINO,CA. LAS Asturias 469,23658800,20354424054-20354424054,LIMA,15101
1030,"KARA	",          ANAND,FEMENINO,CA. parcela ii manz. l lote 31-Pque. Industr,23658801,20440268723-20440268723,LIMA,15101
1031,"JOANNA	",          VAZQUEZ,FEMENINO,CA. Puesto 17 Pabellon R-II -Las Malvinas,23658802,86577840-86577840,LIMA,15101
1032,"FREDERICK	",          MARTINEZ,MASCULINO,CA. lampa 1058 Tda 101,23658803,20502853750-20502853750,LIMA,15101
1033,"TONYA	",          CHANDE,FEMENINO,CA. LOS EUCALIPTOS 296 DPTO 1902,23658804,2002271191-2002271191,LIMA,15101
1034,"ROSA	",          WANG,FEMENINO,CA. BERNARDO ALCEDO 224,23658805,X-X,LIMA,15101
1035,"LEAH	",          HU,FEMENINO,CA. PARCELA II MANZ. L LOTE 31 SOLIDARIDAD,23658806,X-X,LIMA,15101
1036,"KELVIN	",          CARSON,MASCULINO,CA. ASOC. VIRGEN DEL CARMEN MZ-B LOT-14. ATE.,23658807,82371406-82371406,LIMA,15101
1037,"VERONICA	",          SRINI,FEMENINO,CA. C.C. CAMINOS DEL INCA TDA. 20,23658808,20433019777-20433019777,LIMA,15101
1038,"KRISTINA	",          KAPOOR,FEMENINO,CA. PROLONGACIàN ARICA 1860,23658809,71341653-71341653,LIMA,15101
1039,"DONNA	",          SHARMA,FEMENINO,CA. LOS CALDEROS 286,23658810,20498312005-20498312005,LIMA,15101
1040,"JOHNNY	",          SHAN,MASCULINO,CA. PEDRO RUIZ 731 754,23658811,240025197-240025197,LIMA,15101
1041,"ASHLEY	",          RUSSELL,MUJER,CA. PASAJE SANTA CATALINA NRO. 106. AREQUIPA-AREQUIPA-AREQUIPA.,23658812,403024738-403024738,LIMA,15101
1042,"SHANNON	",          YANG,MUJER,CA. PASAJE OLAYA 115,23658813,224077012-224077012,LIMA,15101
1043,"ADRIANA	",          LOPEZ,MUJER,CA. ALCANFORES 393,23658814,52354141-52354141,LIMA,15101
1044,"AUDREY	",          MUNOZ,MUJER,CA. LOS EUCALIPTOS 555,23658815,20282798256-20282798256,LIMA,15101
1045,"JARROD	",          SURI,HOMBRE,CA. LOS NEGOCIOS 448,23658816,3286450-3286450,LIMA,15101
1046,"GILBERT	",          SHEN,HOMBRE,CA. a,23658817,164719575-164719575,LIMA,15101
1047,"RICHARD	",          BLUE,HOMBRE,CA. MZ J3 LT 25 CALLE CENTINELA VILLA MANGOMARCA ALTA,23658818,283094966-283094966,LIMA,15101
1048,"SHANNON	",          SUN,MUJER,CA. al,23658819,20407268025-20407268025,LIMA,15101
1049,"SHARON	",          YUAN,MUJER,CA. MALECON DE LA RESERVA 610 TDA 102,23658820,292725111-292725111,LIMA,15101
1050,"ANN	",          MARTINEZ,MUJER,CA. PEDRO DE OSMA 409,23658821,20272483494-20272483494,LIMA,15101
1051,"MAX	",          SERRANO,HOMBRE,CA. OSCAR R. BENAVIDES 2531,23658822,20113528045-20113528045,LIMA,15101
1052,"MORGAN	",          JOHNSON,MUJER,CA. TARAPA 831,23658823,20503801222-20503801222,AYACUCHO,FALSO
1053,"MONICA	",          SCHMIDT,MUJER,CA. LAS BEGONIAS 475 3ER PISO,23658824,4235598-4235598,LIMA,15101
1054,"KAYLA	",          LEWIS,MUJER,CA. Cll Federico Recavarren 125-131 Of 204 M,23658825,X-X,LIMA,15101
1055,"DEVIN	",          SANDERS,HOMBRE,CA. ESQ. MAYOR NOVOA Y ZARUMILLA 199 BARRIO SAN JOSE TUMBES,23658826,86570021-86570021,LIMA,15101
1056,"JACOB	",          WHITE,HOMBRE,CA. Lora y Cordero Nø 864,23658827,438507-438507,LIMA,15101
1057,"MEREDITH	",          SERRANO,MUJER,CA. Sta. Violeta 285 !era. Entrada S.M.P.,23658828,20434233047-20434233047,LIMA,15101
1058,"DAVID	",          SIMMONS,HOMBRE,CA. Francisco Masias 505,23658829,295012220-295012220,LIMA,15101
1059,"DEVIN	",          HENDERSON,HOMBRE,CA. Gral. C¢rdova 975,23658830,X0-X0,LIMA,15101
1060,"GABRIELLE	",          COX,MUJER,CA. Mz. 1 Lt. a Urb. Palmas Reales - Los Oli,23658831,803152531-803152531,LIMA,15101
1061,"OLIVIA	",          ROGERS,MUJER,CA. MAITA CAPAC 160 TRUJILLO,23658832,79047886-79047886,LIMA,15101
1062,"DEBORAH	",          YUAN,MUJER,CA. PASAJE REPUBLICA ARABE UNIDA 130,23658833,20421219169-20421219169,LIMA,15101
1063,"JOSE	",          WRIGHT,HOMBRE,CA. Choquechaca 384,23658834,20303972821-20303972821,LIMA,15101
1064,"FERNANDO	",          JOHNSON,HOMBRE,CA. San Jos‚ Nø 316,23658835,2000020018-2000020018,LIMA,15101
1065,"SAMUEL	",          EDWARDS,HOMBRE,CA. Manuel Mu¤oz Najar 410 Of. 3,23658836,69326078-69326078,LIMA,15101
1066,"LOGAN	",          DIAZ,HOMBRE,CA. Paseo de la Republica 749,23658837,80604055-80604055,LIMA,15101
1067,"LUCAS	",          FLORES,HOMBRE,CA. CHALET 62-D UV-3,23658838,X-X,LIMA,15101
1068,"HALEY	",          WOOD,MUJER,CA. MARISCAL AGUSTIN GAMARRA 291,23658839,20260311175-20260311175,LIMA,15101
1069,"SARAH	",          LEWIS,MUJER,CA. Mz. A Lote 1 Urb. La Roncadora - Ate,23658840,81930681-81930681,LIMA,15101
1070,"DAMIEN	",          HU,HOMBRE,CA. Mz. 1 Lt. 34 Urb. Virgen del Rosario,23658841,20438207458-20438207458,LIMA,15101
1071,"ANA	",          WASHINGTON,MUJER,CA. Terminal Terrestre Agencia Nø 9 y 11,23658842,2000095026-2000095026,LIMA,15101
1072,"LOGAN	",          JAI,HOMBRE,CA. FRANCISCO DE CUELLAR 136 DPTO 302,23658843,20405362211-20405362211,LIMA,15101
1073,"TYLER	",          TAYLOR,HOMBRE,CA. Je. 28 de Julio Nø 664 Esq. con Jr. Ilo,23658844,20177407179-20177407179,LIMA,15101
1074,"KRISTEN	",          GUO,MUJER,CA. Jir¢n Montevideo Nø 762,23658845,329281642-329281642,LIMA,15101
1075,"JULIAN	",          LONG,HOMBRE,CA. Porcel Nø 105,23658846,327602280-327602280,LIMA,15101
1076,"GERALD	",          PRASAD,HOMBRE,CA. Plaza de Armas Nø 564 - Chincha Alta,23658847,224622584-224622584,LIMA,15101
1077,"SUMMER	",          LOPEZ,MUJER,CA. SHELL 329,23658848,15120656390-15120656390,LIMA,15101
1078,"PATRICIA	",          CHAPMAN,MUJER,CA. COMANDANTE ARISTIDES ALJOBIN 431,23658849,222407368-222407368,LIMA,15101
1079,"GEORGE	",          VANCE,HOMBRE,CA. Manco C pac 320 Of-02 Lima-Miraflores,23658850,44376071-44376071,LIMA,15101
1080,"RICARDO	",          NATH,HOMBRE,CA. ASOCIACION CRISTINA VILDOSO PUESTO 2,23658851,88455245-88455245,LIMA,15101
1081,"RICHARD	",          TORRES,HOMBRE,CA. Plaza Castilla 109 Plaza Uni¢n - Lima,23658852,20504217591-20504217591,LIMA,15101
1082,"SETH	",          MARTIN,HOMBRE,CA. INTISUYO 337,23658853,X-X,LIMA,15101
1083,"ALEX	",          CARTER,HOMBRE,CA. FRANCISCO DE CUELLAR 136,23658854,20503294371-20503294371,LIMA,15101
1084,"CARSON	",          PATTERSON,HOMBRE,CA. PROLOG. AV. SANCHEZ CERRO MZ. A LT 6-8,23658855,X-X,LIMA,15101
1085,"MADELINE	",          LOPEZ,MUJER,CA. PANAMERICANA NORTE KM 26.2 PARCELA 46-A.,23658856,20479386430-20479386430,LIMA,15101
1086,"LUIS	",          RUSSELL,HOMBRE,CA. Nva. Tom s Marsano Nø 510 - Surquillo,23658857,20113152169-20113152169,LIMA,15101
1087,"ALEXA	",          COOK,MUJER,CA. CHIMBOTE 212 SAN MARTIN DE SOCABAYA,23658858,20423691281-20423691281,LIMA,15101
1088,"ALEXANDRA	",          DAVIS,MUJER,CA. Loreto 397 - Piura,23658859,X-X,LIMA,15101
1089,"KAYLA	",          COLEMAN,MUJER,CALLE LIMA 230,23658860,20390944447-20390944447,LIMA,15101
1090,"ANGELA	",          RUSSELL,MUJER,JR. ALFREDO MENDIOLA 3698 R - 04,23658861,20502783441-20502783441,LIMA,15101
1091,"AARON	",          YOUNG,HOMBRE,JR. ASOC.RAMON COPAJA MZ.N LT.1,23658862,X-X,LIMA,15101
1092,"ISAIAH	",          SCOTT,HOMBRE,JR. ESPIGON NRO.4 COSTA VERDE,23658863,X-X,LIMA,15101
1093,"MAKAYLA	",          WARD,MUJER,JR. Sta. Violeta 285 !era. Entrada S.M.P.,23658864,20502965639-20502965639,LIMA,15101
1094,"CEDRIC	",          GAO,HOMBRE,JR. Francisco Masias 505,23658865,20535050822-20535050822,TACNA,FALSO
1095,"LUKE	",          DIAZ,HOMBRE,JR. Gral. C¢rdova 975,23658866,201035378-201035378,LIMA,15101
1096,"ARIANNA	",          RICHARDSON,MUJER,JR. Mz. 1 Lt. a Urb. Palmas Reales - Los Oli,23658867,11111111111-11111111111,LIMA,15101
1097,"IAN	",          WARD,HOMBRE,JR. MAITA CAPAC 160 TRUJILLO,23658868,20414989277-20414989277,LIMA,15101
1098,"MADELINE	",          COLLINS,MUJER,JR. PASAJE REPUBLICA ARABE UNIDA 130,23658869,20297386531-20297386531,LIMA,15101
1099,"CHLOE	",          NELSON,MUJER,JR. Choquechaca 384,23658870,79357371-79357371,LIMA,15101
1100,"JASON	",          JENKINS,HOMBRE,JR. San Jos‚ Nø 316,23658871,5820874-5820874,LIMA,15101
1101,"ANDREW	",          WEDGE,HOMBRE,JR. Manuel Mu¤oz Najar 410 Of. 3,23658872,20419016242-20419016242,LIMA,15101
1102,"BRYCE	",          BROOKS,HOMBRE,JR. Paseo de la Republica 749,23658873,83713661-83713661,LIMA,15101
1103,"EDWARD	",          LONG,HOMBRE,JR. CHALET 62-D UV-3,23658874,2034188660-2034188660,LIMA,15101
1104,"XAVIER	",          MARTINEZ,HOMBRE,CA. CA. BELISARIO FLORES 765,23658875,2006656631-2006656631,LIMA,15101
1105,"JOHN	",          WHITE,HOMBRE,CA. CA. A-23-URB. 12 DE OCTUBRE- CERRO COLORADO,23658876,20153045021-20153045021,LIMA,15101
1106,"ISAIAH	",          COLLINS,HOMBRE,CA. CA. SANTO DOMINGO 102,23658877,79443625-79443625,LIMA,15101
1107,"WYATT	",          POWELL,HOMBRE,CA. CA. LAS BEGONIAS 656 OF.29 B PISO 3,23658878,20255257014-20255257014,LIMA,15101
1108,"AARON	",          BRYANT,HOMBRE,CA. CA. PASAJE URABAIN 180,23658879,15300902178-15300902178,LIMA,15101
1109,"MARIA	",          JENKINS,MUJER,CA. CA. PROLONGACION LA MAR 779. LA VICTORIA.,23658880,20366265695-20366265695,LIMA,15101
1110,"GARRETT	",          KELLY,HOMBRE,CA. CA. SUPERIOR 160 RINCONADA DEL LAGO,23658881,53587645-53587645,LIMA,15101
1111,"LUKE	",          ROSS,HOMBRE,CA. CA. PEZET Y MONELL 2452,23658882,254942672-254942672,LIMA,15101
1112,"ROBERT	",          ROBINSON,HOMBRE,CA. CA. LIMA,23658883,20129676915-20129676915,LIMA,15101
1113,"TRISTAN	",          ROSS,HOMBRE,CA. CA. LIMA,23658884,438480-438480,LIMA,15101
1114,"THOMAS	",          RODRIGUEZ,HOMBRE,CA. CA. LIMA,23658885,238336045-238336045,LIMA,15101
1115,"MEGAN	",          JENKINS,MUJER,CA. CA. Santiago Tavara 1446 Chacra Rios,23658886,20459212711-20459212711,LIMA,15101
1116,"CAMERON	",          GRIFFIN,HOMBRE,CA. CA. ALMIRANTE GUISSE 1723,23658887,318343-318343,LIMA,15101
1117,"CHLOE	",          WASHINGTON,MUJER,CA. CA. LOS CEDROS 598 DPTO 301,23658888,20502024613-20502024613,LIMA,15101
1118,"NICOLE	",          SANDBERG,MUJER,CA. CA. ISLAS VIRGENES 170,23658889,X222222-X222222,LIMA,15101
1119,"JOSE	",          EDWARDS,HOMBRE,CA. CA. JOCKEY PLAZA,23658890,20203121220-20203121220,LIMA,15101
1120,"NATHANIEL	",          COOPER,HOMBRE,CA. CA. PROL.STA.ANA Mza.N Lte.4-578 LOS SAUCES,23658891,26019775-26019775,PIURA,200101
1121,"GRACE	",          SANCHEZ,MUJER,CA. CA. C/ NU¥EZ DE BALBOA 530,23658892,20166329451-20166329451,LIMA,15101
1122,"KAITLYN	",          PEREZ,MUJER,CA. CA. PORTAL DE PANES 163,23658893,2000637791-2000637791,LIMA,15101
1123,"LAUREN	",          SANCHEZ,MUJER,CA. CA. SAN JUAN DE DIOS 108-A,23658894,X-X,LIMA,15101
1124,"KAYLA	",          ALEXANDER,MUJER,CA. CA. ESQ.ELMER FAUCETT Y TOMAS VALLE S/N,23658895,20332839200-20332839200,LIMA,15101
1125,"AIDAN	",          PERRY,HOMBRE,CA. CA. ASOC.SE¥OR DE LOS MILAGROS PJ.33,23658896,20498119264-20498119264,AREQUIPA,FALSO
1126,"TYLER	",          RODRIGUEZ,HOMBRE,CA. CA. PASAJE BRENNER 165 DPTO 10. JESUS MARIA.,23658897,20301955406-20301955406,LIMA,15101
1127,"EMILY	",          CLARK,MUJER,CA. CA. ELIAS AGUIRRE 502,23658898,20139526636-20139526636,LIMA,15101
1128,"SEAN	",          COOK,HOMBRE,CA. CA. ALFREDO LAPOINT 1058,23658899,154158117-154158117,LIMA,15101
1129,"LAUREN	",          THOMPSON,MUJER,CA. CA. CIUDAD SATELITE STA.ROSA MZ W LT 25,23658900,20353946219-20353946219,LIMA,15101
